id,x_studio_sequence,x_active,x_studio_normal_rate,x_studio_charge_name,x_studio_charge_group,x_studio_concessional_rate,x_studio_tariff_date_ids/id,x_studio_misc_charge_line_id/id,x_studio_charge_value,x_studio_company_id/id
tariff_rates_id_22824,10,1,0.0,SSCL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_935,Jinasena_MasterData_Purchase.misc_charge_codes_sscl_159,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22825,10,1,0.0,CID,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_cid_119,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22826,10,1,0.0,EIC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_eic_120,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22827,10,1,0.0,ESC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_esc_121,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22828,10,1,0.0,Excise,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_excise_122,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22829,10,1,0.0,PAL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_pal_123,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22830,10,1,0.0,RIDL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_ridl_124,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22831,10,1,0.0,SRL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_srl_125,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22832,10,1,0.0,Surcharge,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_surcharge_126,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22833,10,1,0.0,NBT,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_155,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22834,10,1,0.0,NBT-N,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_n_156,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22835,10,1,0.0,VAT-on-Item,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_item_157,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22836,10,1,0.0,VAT-on-GL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_gl_158,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22837,10,1,0.0,SSCL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_936,Jinasena_MasterData_Purchase.misc_charge_codes_sscl_159,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22838,10,1,0.0,CID,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_cid_119,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22839,10,1,0.0,EIC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_eic_120,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22840,10,1,0.0,ESC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_esc_121,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22841,10,1,0.0,Excise,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_excise_122,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22842,10,1,0.0,PAL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_pal_123,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22843,10,1,0.0,RIDL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_ridl_124,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22844,10,1,0.0,SRL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_srl_125,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22845,10,1,0.0,Surcharge,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_surcharge_126,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22846,10,1,0.0,NBT,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_155,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22847,10,1,0.0,NBT-N,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_n_156,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22848,10,1,0.0,VAT-on-Item,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_item_157,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22849,10,1,0.0,VAT-on-GL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_gl_158,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22850,10,1,0.0,SSCL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_937,Jinasena_MasterData_Purchase.misc_charge_codes_sscl_159,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22851,10,1,0.0,CID,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_cid_119,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22852,10,1,0.0,EIC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_eic_120,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22853,10,1,0.0,ESC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_esc_121,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22854,10,1,0.0,Excise,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_excise_122,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22855,10,1,0.0,PAL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_pal_123,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22856,10,1,0.0,RIDL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_ridl_124,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22857,10,1,0.0,SRL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_srl_125,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22858,10,1,0.0,Surcharge,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_surcharge_126,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22859,10,1,0.0,NBT,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_155,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22860,10,1,0.0,NBT-N,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_n_156,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22861,10,1,0.0,VAT-on-Item,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_item_157,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22862,10,1,0.0,VAT-on-GL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_gl_158,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22863,10,1,0.0,SSCL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_938,Jinasena_MasterData_Purchase.misc_charge_codes_sscl_159,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22864,10,1,0.0,CID,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_cid_119,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22865,10,1,0.0,EIC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_eic_120,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22866,10,1,0.0,ESC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_esc_121,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22867,10,1,0.0,Excise,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_excise_122,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22868,10,1,0.0,PAL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_pal_123,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22869,10,1,0.0,RIDL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_ridl_124,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22870,10,1,0.0,SRL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_srl_125,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22871,10,1,0.0,Surcharge,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_surcharge_126,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22872,10,1,0.0,NBT,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_155,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22873,10,1,0.0,NBT-N,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_n_156,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22874,10,1,0.0,VAT-on-Item,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_item_157,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22875,10,1,0.0,VAT-on-GL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_gl_158,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22876,10,1,0.0,SSCL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_939,Jinasena_MasterData_Purchase.misc_charge_codes_sscl_159,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22877,10,1,0.0,CID,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_cid_119,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22878,10,1,0.0,EIC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_eic_120,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22879,10,1,0.0,ESC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_esc_121,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22880,10,1,0.0,Excise,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_excise_122,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22881,10,1,0.0,PAL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_pal_123,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22882,10,1,0.0,RIDL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_ridl_124,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22883,10,1,0.0,SRL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_srl_125,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22884,10,1,0.0,Surcharge,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_surcharge_126,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22885,10,1,0.0,NBT,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_155,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22886,10,1,0.0,NBT-N,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_n_156,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22887,10,1,0.0,VAT-on-Item,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_item_157,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22888,10,1,0.0,VAT-on-GL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_gl_158,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22889,10,1,0.0,SSCL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_940,Jinasena_MasterData_Purchase.misc_charge_codes_sscl_159,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22890,10,1,0.0,CID,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_cid_119,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22891,10,1,0.0,EIC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_eic_120,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22892,10,1,0.0,ESC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_esc_121,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22893,10,1,0.0,Excise,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_excise_122,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22894,10,1,0.0,PAL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_pal_123,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22895,10,1,0.0,RIDL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_ridl_124,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22896,10,1,0.0,SRL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_srl_125,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22897,10,1,0.0,Surcharge,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_surcharge_126,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22898,10,1,0.0,NBT,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_155,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22899,10,1,0.0,NBT-N,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_n_156,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22900,10,1,0.0,VAT-on-Item,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_item_157,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22901,10,1,0.0,VAT-on-GL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_gl_158,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22902,10,1,0.0,SSCL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_941,Jinasena_MasterData_Purchase.misc_charge_codes_sscl_159,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22903,10,1,0.0,CID,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_cid_119,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22904,10,1,0.0,EIC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_eic_120,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22905,10,1,0.0,ESC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_esc_121,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22906,10,1,0.0,Excise,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_excise_122,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22907,10,1,0.0,PAL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_pal_123,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22908,10,1,0.0,RIDL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_ridl_124,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22909,10,1,0.0,SRL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_srl_125,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22910,10,1,0.0,Surcharge,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_surcharge_126,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22911,10,1,0.0,NBT,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_155,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22912,10,1,0.0,NBT-N,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_n_156,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22913,10,1,0.0,VAT-on-Item,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_item_157,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22914,10,1,0.0,VAT-on-GL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_gl_158,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22915,10,1,0.0,SSCL,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_942,Jinasena_MasterData_Purchase.misc_charge_codes_sscl_159,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22916,10,1,0.0,CID,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_cid_119,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22917,10,1,0.0,EIC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_eic_120,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22918,10,1,0.0,ESC,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_esc_121,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22919,10,1,0.0,Excise,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_excise_122,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22920,10,1,0.0,PAL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_pal_123,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22921,10,1,0.0,RIDL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_ridl_124,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22922,10,1,0.0,SRL,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_srl_125,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22923,10,1,0.0,Surcharge,Duty,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_surcharge_126,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22924,10,1,0.0,NBT,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_155,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22925,10,1,0.0,NBT-N,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_nbt_n_156,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
tariff_rates_id_22926,10,1,0.0,VAT-on-Item,Taxes,0.0,Jinasena_MasterData_Purchase.tariff_date_id_943,Jinasena_MasterData_Purchase.misc_charge_codes_vat_on_item_157,0.0,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd
