id,x_studio_charge_name,x_studio_charge_group,x_active,x_studio_sequence,x_studio_rfq_charge_header_id/id,x_studio_structure_no,x_studio_basis,x_studio_percent,x_studio_amount,x_studio_company_id/id
import_rfq_charge_li_id_12492,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5648,4,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12493,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5649,5,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12494,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5650,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12495,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5651,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12496,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5652,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12497,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5653,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12498,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5654,10,Percentage,0.0,319.1192,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12499,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5655,11,Percentage,0.0,474.62219999999996,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12500,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5656,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12501,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5657,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12502,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5658,14,Percentage,0.0,1352.2,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12503,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5659,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12504,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5660,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12505,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5661,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12506,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5662,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12507,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5663,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12508,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5664,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12509,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5665,21,Percentage,0.0,3063.6254519999998,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12510,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5666,22,Percentage,0.0,425.50353500000006,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12520,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5667,1,Fixed Per Document,0.0,41.1764705882353,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12521,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5668,2,Fixed Per Document,0.0,61.76470588235294,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12522,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5669,3,Fixed Per Document,0.0,49.411764705882355,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12523,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5670,4,Fixed Per Document,0.0,53.529411764705884,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12524,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5671,5,Fixed Per Document,0.0,37.05882352941177,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12525,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5672,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12526,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5673,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12527,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5674,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12528,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5675,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12529,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5676,10,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12530,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5677,11,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12531,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5678,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12532,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5679,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12533,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5680,14,Percentage,0.0,805.1470588235294,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12534,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5681,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12535,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5682,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12536,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5683,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12537,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5684,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12538,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5685,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12539,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5686,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12540,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5687,21,Percentage,0.0,3333.3088235294113,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12541,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5688,22,Percentage,0.0,462.9595588235294,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12542,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5667,1,Fixed Per Document,0.0,58.8235294117647,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12543,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5668,2,Fixed Per Document,0.0,88.23529411764706,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12544,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5669,3,Fixed Per Document,0.0,70.58823529411765,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12545,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5670,4,Fixed Per Document,0.0,76.47058823529412,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12546,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5671,5,Fixed Per Document,0.0,52.94117647058823,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12547,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5672,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12548,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5673,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12549,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5674,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12550,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5675,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12551,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5676,10,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12552,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5677,11,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12553,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5678,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12554,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5679,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12555,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5680,14,Percentage,0.0,967.3529411764707,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12556,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5681,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12557,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5682,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12558,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5683,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12559,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5684,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12560,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5685,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12561,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5686,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12562,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5687,21,Percentage,0.0,4004.8411764705884,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12563,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5688,22,Percentage,0.0,556.2279411764706,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12564,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5689,1,Fixed Per Document,0.0,416.6666666666667,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12565,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5690,2,Fixed Per Document,0.0,458.3333333333333,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12566,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5691,3,Fixed Per Document,0.0,104.16666666666667,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12567,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5692,4,Fixed Per Document,0.0,145.83333333333334,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12568,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5693,5,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12569,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5694,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12570,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5695,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12571,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5696,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12572,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5697,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12573,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5698,10,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12574,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5699,11,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12575,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5700,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12576,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5701,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12577,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5702,14,Percentage,0.0,6252.5,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12578,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5703,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12579,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5704,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12580,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5705,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12581,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5706,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12582,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5707,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12583,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5708,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12584,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5709,21,Percentage,0.0,25885.35,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12585,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5710,22,Percentage,0.0,3595.1875,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12586,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5689,1,Fixed Per Document,0.0,583.3333333333334,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12587,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5690,2,Fixed Per Document,0.0,641.6666666666666,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12588,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5691,3,Fixed Per Document,0.0,145.83333333333334,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12589,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5692,4,Fixed Per Document,0.0,204.16666666666666,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12590,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5693,5,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12591,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5694,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12592,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5695,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12593,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5696,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12594,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5697,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12595,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5698,10,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12596,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5699,11,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12597,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5700,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12598,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5701,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12599,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5702,14,Percentage,0.0,5297.5,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12600,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5703,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12601,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5704,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12602,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5705,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12603,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5706,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12604,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5707,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12605,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5708,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12606,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5709,21,Percentage,0.0,21931.649999999998,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12607,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5710,22,Percentage,0.0,3046.0625,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12608,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5711,1,Fixed Per Document,0.0,45.833333333333336,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12609,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5712,2,Fixed Per Document,0.0,50.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12610,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5713,3,Fixed Per Document,0.0,54.166666666666664,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12611,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5714,4,Fixed Per Document,0.0,58.333333333333336,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12612,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5715,5,Fixed Per Document,0.0,62.5,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12613,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5716,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12614,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5717,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12615,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5718,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12616,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5719,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12617,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5720,10,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12618,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5721,11,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12619,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5722,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12620,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5723,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12621,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5724,14,Percentage,0.0,793.125,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12622,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5725,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12623,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5726,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12624,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5727,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12625,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5728,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12626,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5729,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12627,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5730,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12628,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5731,21,Percentage,0.0,3283.5375,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12629,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5732,22,Percentage,0.0,456.046875,seed_master_data_and_settings.company_jinasena_agricultural_machinery
