id,x_studio_charge_name,x_studio_charge_group,x_active,x_studio_sequence,x_studio_rfq_charge_header_id/id,x_studio_structure_no,x_studio_basis,x_studio_percent,x_studio_amount,x_studio_company_id/id
import_rfq_charge_li_id_12341,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5563,7,Fixed Per Document,0.0,397.0880211780278,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12342,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5564,8,Fixed Per Document,0.0,148.90800794176042,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12343,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5565,9,Fixed Per Document,0.0,347.45201853077435,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12344,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5566,10,Percentage,0.0,12881.982686962276,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12345,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5567,11,Percentage,0.0,19159.220013236267,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12346,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5568,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12347,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5569,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12348,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5570,14,Percentage,0.0,54584.67240238253,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12349,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5571,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12350,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5572,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12351,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5573,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12352,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5574,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12353,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5575,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12354,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5576,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12355,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5577,21,Percentage,0.0,123670.30887518199,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12356,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5578,22,Percentage,0.0,17176.43178821972,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12357,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5579,1,Fixed Per Document,0.0,24.72727272727273,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12358,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5580,2,Fixed Per Document,0.0,49.45454545454546,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12359,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5581,3,Fixed Per Document,0.0,74.18181818181819,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12360,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5582,4,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12361,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5583,5,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12362,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5584,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12363,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5585,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12364,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5586,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12365,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5587,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12366,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5588,10,Percentage,0.0,3553.550690909091,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12367,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5589,11,Percentage,0.0,5285.153781818182,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12368,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5590,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12369,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5591,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12370,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5592,14,Percentage,0.0,15057.418181818182,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12371,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5593,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12372,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5594,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12373,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5595,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12374,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5596,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12375,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5597,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12376,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5598,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12377,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5599,21,Percentage,0.0,34114.99007781818,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12378,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5600,22,Percentage,0.0,4738.193066363637,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12379,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5579,1,Fixed Per Document,0.0,27.999999999999996,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12380,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5580,2,Fixed Per Document,0.0,55.99999999999999,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12381,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5581,3,Fixed Per Document,0.0,84.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12382,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5582,4,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12383,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5583,5,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12384,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5584,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12385,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5585,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12386,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5586,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12387,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5587,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12388,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5588,10,Percentage,0.0,36437.8,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12389,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5589,11,Percentage,0.0,7287.56,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12390,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5590,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12391,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5591,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12392,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5592,14,Percentage,0.0,13664.175,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12393,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5593,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12394,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5594,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12395,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5595,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12396,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5596,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12397,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5597,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12398,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5598,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12399,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5599,21,Percentage,0.0,46403.5383,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12400,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5600,22,Percentage,0.0,6444.935875,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12401,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5579,1,Fixed Per Document,0.0,47.27272727272727,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12402,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5580,2,Fixed Per Document,0.0,94.54545454545455,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12403,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5581,3,Fixed Per Document,0.0,141.8181818181818,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12404,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5582,4,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12405,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5583,5,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12406,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5584,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12407,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5585,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12408,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5586,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12409,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5587,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12410,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5588,10,Percentage,0.0,5544.154909090908,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12411,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5589,11,Percentage,0.0,8245.755818181819,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12412,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5590,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12413,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5591,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12414,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5592,14,Percentage,0.0,23492.18181818182,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12415,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5593,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12416,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5594,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12417,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5595,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12418,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5596,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12419,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5597,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12420,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5598,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12421,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5599,21,Percentage,0.0,53225.29665818182,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12422,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5600,22,Percentage,0.0,7392.402313636365,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12423,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5601,1,Fixed Per Document,0.0,99.99999999999999,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12424,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5602,2,Fixed Per Document,0.0,199.99999999999997,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12425,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5603,3,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12426,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5604,4,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12427,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5605,5,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12428,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5606,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12429,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5607,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12430,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5608,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12431,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5609,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12432,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5610,10,Percentage,0.0,354.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12433,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5611,11,Percentage,0.0,526.5,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12434,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5612,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12435,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5613,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12436,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5614,14,Percentage,0.0,1500.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12437,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5615,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12438,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5616,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12439,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5617,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12440,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5618,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12441,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5619,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12442,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5620,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12443,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5621,21,Percentage,0.0,3398.49,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12444,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5622,22,Percentage,0.0,472.01250000000005,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12445,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5623,1,Fixed Per Document,0.0,499.99999999999994,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12446,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5624,2,Fixed Per Document,0.0,1200.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12447,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5625,3,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12448,Insurance,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5626,4,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12449,Misc,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5627,5,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12450,Sup.Bank Charge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5628,6,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12451,Pallet Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5629,7,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12452,Document Charges,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5630,8,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12453,Other,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5631,9,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12454,CID,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5632,10,Percentage,0.0,354.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12455,EIC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5633,11,Percentage,0.0,526.5,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12456,ESC,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5634,12,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12457,Excise,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5635,13,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12458,PAL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5636,14,Percentage,0.0,1500.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12459,RIDL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5637,15,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12460,SRL,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5638,16,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12461,Surcharge,Duty,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5639,17,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12462,NBT,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5640,18,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12463,NBT-N,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5641,19,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12464,VAT-on-Item,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5642,20,Percentage,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12465,VAT-on-GL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5643,21,Percentage,0.0,3398.49,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12466,SSCL,Taxes,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5644,22,Percentage,0.0,472.01250000000005,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12489,BankCharge,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5645,1,Fixed Per Document,0.0,0.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12490,Clearing,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5646,2,Fixed Per Document,0.0,4141.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
import_rfq_charge_li_id_12491,Freight & Ex work,Charges,1,10,Jinasena_MasterData_Purchase.import_rfq_charge_he_id_5647,3,Fixed Per Document,0.0,22.0,seed_master_data_and_settings.company_jinasena_agricultural_machinery
